episode_idx	episode_id	scene	neighbor_idx	neighbor_episode_id	matched_waypoints	mean_distance	baseline_distance_to_start	vlm_port	start_time	end_time	exit_code	result_suffix	vlm_log	eval_log	measurement_file	outbound_success	return_success	round_trip_success	distance_to_start	outbound_stop_distance_to_goal	trajectory_record_count
5	9	x8F5xyUWy9e	354	583	5	0.000	8.5977783203125	54326	2026-06-29T16:21:12+01:00	2026-06-29T16:24:41+01:00	0	direct_oracle_align_yaw_ep5_20260629_ep5	/mnt/SSD4T/teambruce/projects/navila-isaac/NaVILA-Bench/batch_logs/direct_oracle_align_yaw_ep5_20260629/ep5_vlm.log	/mnt/SSD4T/teambruce/projects/navila-isaac/NaVILA-Bench/batch_logs/direct_oracle_align_yaw_ep5_20260629/ep5_eval.log	/mnt/SSD4T/teambruce/projects/navila-isaac/NaVILA-Bench/eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_direct_oracle_align_yaw_ep5_20260629_ep5/measurements/8.json	True	True	True	0.9619192481040955	0.14081372320652008	3502
