episode_idx	episode_id	scene	exit_code	outbound_success	return_success	round_trip_success	distance_to_start	outbound_stop_distance_to_goal
829	1406	TbHJrupSAjP	0	True	False	False	4.7752275466918945	0.5875840783119202
18	31	x8F5xyUWy9e	0	True	False	False	7.707080364227295	2.571943998336792
97	143	QUCTc6BB5sX	0	True	False	False	6.214247703552246	0.26047274470329285
226	359	TbHJrupSAjP	0	True	False	False	0.8955628275871277	2.135953426361084
228	361	zsNo4HB9uLZ	0	True	False	False	6.766871452331543	0.9712395668029785
233	366	2azQ1b91cZZ	0	True	True	True	0.10041742771863937	0.7509603500366211
266	420	zsNo4HB9uLZ	0	True	True	True	0.21897663176059723	0.9492194652557373
291	472	TbHJrupSAjP	0	True	True	True	0.0757908970117569	0.36303141713142395
304	494	2azQ1b91cZZ	0	True	False	False	0.7370465397834778	2.353066921234131
353	579	QUCTc6BB5sX	0	True	True	True	0.2376137226819992	1.9836878776550293
376	629	zsNo4HB9uLZ	0	True	True	True	0.16023662686347961	0.7633232474327087
426	718	2azQ1b91cZZ	0	True	False	False	3.96360445022583	0.33773425221443176
428	720	2azQ1b91cZZ	0	True	False	False	3.9906089305877686	0.28307196497917175
463	785	QUCTc6BB5sX	0	True	False	False	6.852487564086914	0.3793940842151642
476	807	2azQ1b91cZZ	0	True	False	False	6.612349987030029	0.25608471035957336
566	978	QUCTc6BB5sX	0	True	False	False	0.8279736638069153	1.494368314743042
621	1084	zsNo4HB9uLZ	0	True	True	True	1.861096739768982	0.7596444487571716
645	1117	x8F5xyUWy9e	0	True	True	True	0.05064678564667702	2.2224347591400146
679	1166	zsNo4HB9uLZ	0	True	True	True	1.0915248394012451	0.22744058072566986
705	1198	zsNo4HB9uLZ	0	True	True	True	0.15727433562278748	0.9010123610496521
733	1256	2azQ1b91cZZ	0	True	True	True	0.34917959570884705	0.8678773641586304
738	1264	2azQ1b91cZZ	0	False	False	False	14.216764450073242	None
833	1419	TbHJrupSAjP	0	True	True	True	0.347148597240448	0.6068792939186096
885	1513	QUCTc6BB5sX	98					
895	1523	zsNo4HB9uLZ	0	True	False	False	2.495006561279297	0.2726956009864807
960	1642	TbHJrupSAjP	98					
993	1699	QUCTc6BB5sX	0	True	True	True	0.12588252127170563	0.5218334794044495
1002	1711	TbHJrupSAjP	0	True	True	True	0.18728750944137573	0.6024428009986877
1003	1712	TbHJrupSAjP	0	True	True	True	0.18079128861427307	0.5403888821601868
4	8	x8F5xyUWy9e	0	True	False	False	7.604710578918457	1.4064375162124634
994	1700	QUCTc6BB5sX	0	True	True	True	0.17301906645298004	0.6012125611305237
368	603	X7HyMhZNoso	0	True	False	False	8.363157272338867	0.4512883126735687
295	476	zsNo4HB9uLZ	0	False	False	False	7.657459259033203	None
1040	1761	X7HyMhZNoso	0	False	False	False	6.699984073638916	None
276	442	EU6Fwq7SyZv	0	True	False	False	10.868929862976074	2.211887836456299
427	719	2azQ1b91cZZ	0	True	False	False	3.93674635887146	0.28307196497917175
680	1167	zsNo4HB9uLZ	0	True	True	True	0.7562896013259888	0.5194070339202881
19	32	x8F5xyUWy9e	0	True	False	False	5.222649574279785	0.6834675073623657
489	853	X7HyMhZNoso	0	True	True	True	2.880138635635376	0.21162594854831696
491	855	X7HyMhZNoso	0	True	True	True	2.5091280937194824	0.23170703649520874
344	564	X7HyMhZNoso	0	True	False	False	8.363602638244629	0.757128119468689
187	281	EU6Fwq7SyZv	0	False	False	False	10.80228042602539	None
123	175	QUCTc6BB5sX	0	False	False	False	4.699245452880859	None
498	868	zsNo4HB9uLZ	0	True	True	True	0.15669706463813782	2.054762601852417
93	139	2azQ1b91cZZ	0	False	False	False	14.4484224319458	None
653	1134	Z6MFQCViBuw	0	True	False	False	9.184675216674805	1.2717947959899902
87	127	EU6Fwq7SyZv	0	True	True	True	2.745607376098633	2.4481239318847656
687	1177	X7HyMhZNoso	0	True	True	True	1.6186293363571167	0.31633245944976807
355	584	x8F5xyUWy9e	0	True	False	False	10.417508125305176	0.4223020076751709
