episode_idx	episode_id	scene	exit_code	outbound_success	return_success	round_trip_success	distance_to_start	outbound_stop_distance_to_goal
4	8	x8F5xyUWy9e	98					
5	9	x8F5xyUWy9e	0	True	False	False	9.567606925964355	0.14943209290504456
20	33	x8F5xyUWy9e	0	True	False	False	0.0	0.8572918772697449
49	77	2azQ1b91cZZ	0	False	False	False	1.8153616189956665	None
55	83	QUCTc6BB5sX	0	False	False	False	7.3267083168029785	None
56	84	QUCTc6BB5sX	0	False	False	False	11.019740104675293	None
88	128	EU6Fwq7SyZv	0	True	False	False	3.087904453277588	1.2290101051330566
89	129	EU6Fwq7SyZv	0	True	False	False	4.02294921875	2.562286376953125
96	142	QUCTc6BB5sX	0	False	False	False	10.633058547973633	4.755208492279053
122	168	2azQ1b91cZZ	0	False	False	False	6.803060531616211	None
134	195	2azQ1b91cZZ	0	False	False	False	8.02698040008545	None
135	199	x8F5xyUWy9e	0	False	False	False	0.0	None
136	200	x8F5xyUWy9e	0	False	False	False	0.0	None
137	201	x8F5xyUWy9e	0	False	False	False	2.282881259918213	None
144	214	2azQ1b91cZZ	0	False	False	False	0.0	None
162	247	zsNo4HB9uLZ	0	False	False	False	5.283624172210693	None
166	251	zsNo4HB9uLZ	0	False	False	False	4.284312725067139	None
178	263	2azQ1b91cZZ	0	False	False	False	16.008970260620117	None
187	281	EU6Fwq7SyZv	0	False	False	False	9.3163480758667	None
189	286	2azQ1b91cZZ	0	True	False	False	7.119970798492432	1.6699621677398682
198	307	TbHJrupSAjP	0	False	False	False	0.6015015840530396	None
214	335	QUCTc6BB5sX	0	True	False	False	0.0	2.733032703399658
248	390	EU6Fwq7SyZv	0	False	False	False	6.422847747802734	None
268	422	QUCTc6BB5sX	0	True	False	False	3.3106377124786377	1.0798641443252563
271	428	QUCTc6BB5sX	0	True	True	True	2.1817972660064697	1.6628226041793823
273	439	zsNo4HB9uLZ	0	True	False	False	3.101752281188965	2.4509148597717285
277	443	EU6Fwq7SyZv	0	True	False	False	13.093018531799316	1.913465976715088
281	447	zsNo4HB9uLZ	0	False	False	False	11.148436546325684	4.821564674377441
289	461	EU6Fwq7SyZv	0	False	False	False	3.3343987464904785	None
290	462	EU6Fwq7SyZv	0	False	False	False	6.616847991943359	None
295	476	zsNo4HB9uLZ	0	True	False	False	4.029423236846924	1.241093397140503
319	512	2azQ1b91cZZ	0	True	False	False	10.25328254699707	1.0644211769104004
336	547	Z6MFQCViBuw	0	False	False	False	12.197458267211914	None
337	548	Z6MFQCViBuw	0	False	False	False	4.621523380279541	4.8178300857543945
338	549	Z6MFQCViBuw	0	False	True	False	0.824963390827179	4.581480979919434
342	562	X7HyMhZNoso	0	True	False	False	4.669734954833984	0.6379043459892273
347	570	QUCTc6BB5sX	0	False	False	False	23.258886337280273	12.42093563079834
354	583	x8F5xyUWy9e	0	False	False	False	2.0967066287994385	None
367	602	X7HyMhZNoso	0	True	False	False	5.27901554107666	1.0334663391113281
368	603	X7HyMhZNoso	0	True	False	False	5.251015663146973	0.22687745094299316
381	634	X7HyMhZNoso	0	False	False	False	3.577596664428711	None
382	635	X7HyMhZNoso	0	False	False	False	4.6836323738098145	None
386	642	x8F5xyUWy9e	0	False	False	False	0.9590088129043579	9.681564331054688
408	682	oLBMNvg9in8	0	False	False	False	2.125422239303589	None
409	683	oLBMNvg9in8	0	False	False	False	2.125422239303589	None
410	684	oLBMNvg9in8	0	False	False	False	2.125422239303589	None
430	722	2azQ1b91cZZ	0	False	False	False	7.48499870300293	None
436	740	QUCTc6BB5sX	0	False	False	False	4.2352118492126465	None
447	754	EU6Fwq7SyZv	0	False	False	False	1.8262572288513184	None
467	795	QUCTc6BB5sX	0	False	False	False	4.325954914093018	None
486	841	QUCTc6BB5sX	0	False	False	False	6.737630844116211	None
488	843	QUCTc6BB5sX	0	False	False	False	4.551609992980957	3.639448642730713
491	855	X7HyMhZNoso	0	True	False	False	6.077230930328369	0.11785612255334854
498	868	zsNo4HB9uLZ	0	True	False	False	6.075148582458496	2.0437331199645996
500	870	zsNo4HB9uLZ	0	True	False	False	9.362092971801758	0.3304412364959717
515	891	QUCTc6BB5sX	0	False	False	False	3.8794426918029785	6.623810768127441
525	910	zsNo4HB9uLZ	0	False	False	False	12.662556648254395	7.9121994972229
534	922	zsNo4HB9uLZ	0	True	False	False	6.381538391113281	1.0738743543624878
537	928	TbHJrupSAjP	0	False	True	False	1.8757548332214355	5.929009914398193
546	943	QUCTc6BB5sX	0	False	False	False	1.902794599533081	None
589	1022	QUCTc6BB5sX	0	False	False	False	4.466036319732666	None
639	1108	zsNo4HB9uLZ	0	False	True	False	0.435881644487381	4.701215744018555
640	1109	zsNo4HB9uLZ	0	False	True	False	2.792482614517212	4.106015205383301
647	1119	x8F5xyUWy9e	0	True	True	True	0.6397778391838074	2.1749417781829834
651	1132	Z6MFQCViBuw	1					
652	1133	Z6MFQCViBuw	0	False	False	False	0.0	4.955007076263428
653	1134	Z6MFQCViBuw	0	True	False	False	0.0	1.2717947959899902
669	1153	X7HyMhZNoso	0	True	False	False	6.571737766265869	0.18969875574111938
670	1154	X7HyMhZNoso	0	True	True	True	0.5341517925262451	0.5553672313690186
678	1165	zsNo4HB9uLZ	0	False	False	False	6.021758556365967	None
680	1167	zsNo4HB9uLZ	0	True	True	True	1.9241470098495483	0.5869145393371582
692	1182	QUCTc6BB5sX	0	False	False	False	9.391648292541504	None
696	1189	2azQ1b91cZZ	0	True	False	False	3.212343215942383	0.6866753101348877
708	1201	QUCTc6BB5sX	0	False	False	False	9.810070037841797	None
726	1240	zsNo4HB9uLZ	0	False	False	False	10.791999816894531	6.981592178344727
758	1290	2azQ1b91cZZ	98					
783	1336	X7HyMhZNoso	0	True	False	False	3.8883910179138184	0.6094897985458374
813	1378	x8F5xyUWy9e	0	True	False	False	5.5651092529296875	2.1585519313812256
830	1407	TbHJrupSAjP	0	False	False	False	2.2627832889556885	None
875	1488	TbHJrupSAjP	0	False	True	False	2.448869228363037	3.288206100463867
889	1517	EU6Fwq7SyZv	0	True	False	False	3.2259063720703125	1.6554393768310547
932	1581	2azQ1b91cZZ	0	False	False	False	10.702957153320312	3.9466850757598877
953	1635	x8F5xyUWy9e	0	False	False	False	0.0	None
963	1645	zsNo4HB9uLZ	0	False	False	False	9.50722599029541	4.9842987060546875
973	1655	TbHJrupSAjP	0	False	False	False	0.0	None
974	1656	TbHJrupSAjP	0	False	False	False	0.0	None
994	1700	QUCTc6BB5sX	0	True	True	True	1.2008845806121826	1.0399466753005981
1000	1709	TbHJrupSAjP	0	False	False	False	10.486103057861328	3.730515480041504
1001	1710	TbHJrupSAjP	0	True	False	False	10.58895492553711	1.218793511390686
1002	1711	TbHJrupSAjP	0	True	False	False	3.905034065246582	0.3395085036754608
1004	1713	TbHJrupSAjP	0	True	False	False	6.856411933898926	0.12385012954473495
1008	1717	QUCTc6BB5sX	98					
1011	1720	zsNo4HB9uLZ	0	False	False	False	6.025599002838135	3.655082941055298
1035	1756	2azQ1b91cZZ	0	False	False	False	1.251590609550476	None
1038	1759	X7HyMhZNoso	0	True	True	True	2.2990026473999023	1.0845545530319214
1039	1760	X7HyMhZNoso	0	False	False	False	2.7007834911346436	None
1040	1761	X7HyMhZNoso	0	True	True	True	2.477515935897827	0.9927946925163269
1042	1766	zsNo4HB9uLZ	0	False	False	False	6.663801193237305	None
1058	1791	TbHJrupSAjP	0	False	False	False	0.0	None
1068	1807	zsNo4HB9uLZ	0	False	False	False	2.504286289215088	None
